,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,1.0,0.2524177902142396,0.16039430359524126,0.32670750946871374,0.39567854327007984,0.10823578302728892,0.23209870083885453,0.20569888911919096,0.1882434659627611,0.4294750008902706,0.3010328439382186,0.08146712454399338,0.006046268255650884,-0.13977303916750985,0.1926825459981636,0.2520374619628356,0.20382653663344144
1,0.25241779021423966,1.0,0.4470009823220202,0.38701824552756625,0.48204180262870855,0.43268312360719113,0.3974215756014045,0.21636947585294947,0.3018154204216466,0.314618132268115,-0.023993905023953415,0.4137751759513095,0.29234277136166914,0.1265569356046592,0.3494376808320786,0.2794957923669315,0.19769557776141214
2,0.16039430359524126,0.4470009823220202,1.0,0.473911538397594,0.3714550192031149,0.5447626660409469,0.4409313617198951,0.3654327315637112,0.32469482559272284,0.27607708938405356,0.2354549045201419,0.6307296055137251,0.4564152928353135,0.14513555037977802,0.3956241218933458,0.44882459261137203,0.20557557043777588
3,0.3267075094687137,0.3870182455275663,0.473911538397594,1.0,0.2747471333851812,0.3274119915183867,0.6894327450871238,0.6644417919574961,0.36239029818042034,0.23167709645731188,0.5669304902592507,0.2993484394606764,0.30362038789237994,0.19189468951545344,0.45629963927466494,0.3455067855688557,0.45799597341902726
4,0.3956785432700798,0.4820418026287085,0.3714550192031149,0.27474713338518125,1.0,0.5426430623808006,0.46444926632697947,0.4905168459265197,0.5229531473140894,0.6465596232865166,0.39235826666980944,0.34918852538860945,0.3178702387921013,-0.08665289103018015,0.33009933258960217,0.44411182093666446,0.2629036535079881
5,0.10823578302728892,0.43268312360719113,0.5447626660409468,0.3274119915183867,0.5426430623808007,0.9999999999999998,0.47963256782580377,0.5817109744506958,0.598488042933484,0.42229229427290815,0.4105351831825628,0.6802580362587076,0.3855541413686085,0.13610763800151562,0.5678517372222233,0.2013829881133689,0.23106032874988686
6,0.23209870083885456,0.3974215756014045,0.4409313617198951,0.6894327450871238,0.4644492663269795,0.4796325678258037,1.0,0.7511994843807013,0.5240258385622898,0.45371904240594324,0.6894735891774816,0.4332079991788111,0.3688649148582588,0.24964531669247342,0.2762738891670595,0.3371135312962922,0.35997037228749496
7,0.20569888911919096,0.21636947585294944,0.3654327315637112,0.6644417919574961,0.4905168459265197,0.5817109744506958,0.7511994843807013,1.0,0.48180919610057804,0.5445496765611568,0.7081052341263848,0.46674588797385186,0.4119426837843669,0.22551433927445247,0.475757486574629,0.30723510819203886,0.41984780415646944
8,0.18824346596276106,0.3018154204216466,0.32469482559272284,0.36239029818042034,0.5229531473140894,0.598488042933484,0.5240258385622899,0.48180919610057815,1.0,0.34649931897157404,0.5796111749835631,0.4975040813116154,0.5479270028206584,0.0956782203058055,0.4416842004975825,0.2668339782161415,0.25890654165515437
9,0.4294750008902706,0.314618132268115,0.27607708938405356,0.23167709645731188,0.6465596232865166,0.4222922942729082,0.4537190424059433,0.5445496765611568,0.346499318971574,1.0,0.4559036298357186,0.43277940647929597,0.31179972306458564,0.2838215990417162,0.43142567559042877,0.461734236176239,0.47123187203218064
10,0.3010328439382186,-0.023993905023953415,0.23545490452014187,0.5669304902592507,0.3923582666698094,0.4105351831825628,0.6894735891774817,0.7081052341263848,0.5796111749835632,0.4559036298357186,1.0,0.4099852837153069,0.31370873952576744,0.1631564680024768,0.3879746556593398,0.3055996344481505,0.5776623712269385
11,0.08146712454399338,0.4137751759513095,0.6307296055137251,0.29934843946067635,0.34918852538860945,0.6802580362587075,0.4332079991788111,0.46674588797385186,0.49750408131161544,0.43277940647929597,0.4099852837153069,0.9999999999999998,0.45559208490770575,0.2902472271349818,0.5683613284477348,0.45846125519225794,0.3610266100778995
12,0.006046268255650884,0.29234277136166914,0.4564152928353135,0.30362038789237994,0.3178702387921013,0.3855541413686085,0.36886491485825884,0.4119426837843668,0.5479270028206584,0.31179972306458564,0.31370873952576744,0.4555920849077057,0.9999999999999998,0.37833047556422805,0.5129006448198916,0.42376512623109813,0.3175739830306196
13,-0.13977303916750988,0.1265569356046592,0.14513555037977802,0.19189468951545346,-0.08665289103018016,0.1361076380015156,0.24964531669247336,0.22551433927445247,0.0956782203058055,0.2838215990417162,0.1631564680024768,0.2902472271349818,0.37833047556422805,0.9999999999999998,0.3705635711295088,0.17619126163223758,0.441953908222758
14,0.1926825459981636,0.3494376808320786,0.3956241218933457,0.45629963927466494,0.3300993325896022,0.5678517372222233,0.2762738891670596,0.47575748657462896,0.4416842004975825,0.4314256755904287,0.38797465565933975,0.5683613284477348,0.5129006448198916,0.3705635711295087,1.0,0.5071599816655051,0.4702823740236291
15,0.25203746196283555,0.2794957923669315,0.44882459261137203,0.3455067855688557,0.44411182093666446,0.2013829881133689,0.3371135312962922,0.3072351081920389,0.2668339782161416,0.46173423617623893,0.3055996344481505,0.45846125519225794,0.4237651262310982,0.1761912616322376,0.5071599816655051,0.9999999999999998,0.47190399948826617
16,0.2038265366334414,0.19769557776141214,0.20557557043777588,0.4579959734190273,0.2629036535079881,0.23106032874988688,0.35997037228749496,0.41984780415646944,0.2589065416551543,0.47123187203218075,0.5776623712269386,0.3610266100778995,0.3175739830306196,0.44195390822275793,0.47028237402362905,0.4719039994882662,1.0
